Stage,Problem,AC_Count,Tag
statements-4-25,A,0,
statements-4-25,B,0,
statements-4-25,C,0,
statements-4-25,D,0,
statements-4-25,E,0,
statements-4-25,F,0,
statements-4-25,G,0,
statements-4-25,H,0,
statements-4-25,I,0,
statements-4-25,J,0,
statements-4-25,K,0,
statements-4-25,L,0,
statements-4-25,M,0,
statements-4-e6,A,0,
statements-4-e1,A,0,
statements-4-e5,A,0,
statements-4-e2,A,0,
statements-4-e3,A,0,
statements-4-e4,A,0,
statements-4-e6,B,0,
statements-4-e1,B,0,
statements-4-e5,B,0,
statements-4-e2,B,0,
statements-4-e3,B,0,
statements-4-e4,B,0,
statements-4-e6,C,0,
statements-4-e1,C,0,
statements-4-e5,C,0,
statements-4-e2,C,0,
statements-4-e3,C,0,
statements-4-e4,C,0,
statements-4-e6,D,0,
statements-4-e1,D,0,
statements-4-e5,D,0,
statements-4-e2,D,0,
statements-4-e3,D,0,
statements-4-e4,D,0,
statements-4-e6,E,0,
statements-4-e1,E,0,
statements-4-e5,E,0,
statements-4-e2,E,0,
statements-4-e3,E,0,
statements-4-e4,E,0,
statements-4-e6,F,0,
statements-4-e1,F,0,
statements-4-e5,F,0,
statements-4-e2,F,0,
statements-4-e3,F,0,
statements-4-e4,F,0,
statements-4-e6,G,0,
statements-4-e1,G,0,
statements-4-e5,G,0,
statements-4-e2,G,0,
statements-4-e3,G,0,
statements-4-e4,G,0,
statements-4-e6,H,0,
statements-4-e1,H,0,
statements-4-e5,H,0,
statements-4-e2,H,0,
statements-4-e3,H,0,
statements-4-e4,H,0,
statements-4-e6,I,0,
statements-4-e1,I,0,
statements-4-e5,I,0,
statements-4-e2,I,0,
statements-4-e3,I,0,
statements-4-e4,I,0,
statements-4-e6,J,0,
statements-4-e1,J,0,
statements-4-e5,J,0,
statements-4-e2,J,0,
statements-4-e3,J,0,
statements-4-e4,J,0,
statements-4-e6,K,0,
statements-4-e1,K,0,
statements-4-e5,K,0,
statements-4-e2,K,0,
statements-4-e3,K,0,
statements-4-e4,K,0,
statements-4-e6,L,0,
statements-4-e1,L,0,
statements-4-e5,L,0,
statements-4-e2,L,0,
statements-4-e3,L,0,
statements-4-e4,L,0,
statements-4-e6,M,0,
statements-4-e1,M,0,
statements-4-e5,M,0,
statements-4-e2,M,0,
statements-4-e4,M,0,
statements-4-e6,N,0,
